"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500"
1,6,2,1,4,0,8,17,23,5,2,0,20,13,0,0,5,0,263,0,0,7,2,83,4,1,13,1,0,1,2,5,6,3,2,2,97,1,4,0,2,0,0,7,1,0,1,0,1,3,0,4,1,0,0,5,2,13,2,5,1,5,0,1,0,2,2,1,0,2,2,0,2,13,5,5,0,6,1,4,0,7,3,0,1,1,0,0,0,1,2,3,1,0,0,3,0,12,0,3,2,0,2,0,1,1,2,0,0,1,5,4,1,1,0,0,2,3,3,0,0,0,1,0,2,1,0,1,1,3,1,1,4,2,4,0,0,1,0,0,3,1,5,2,0,1,3,0,0,9,0,1,0,1,3,0,0,2,3,0,2,1,3,2,2,0,1,1,0,2,1,4,0,0,3,7,5,2,2,0,0,1,13,0,1,5,0,0,9,0,2,1,0,2,1,1,0,0,34,3,2,0,3,7,0,0,4,0,2,1,5,2,4,3,0,0,1,2,2,1,2,0,3,4,1,4,4,5,2,3,1,0,3,2,0,0,1,2,3,0,58,7,0,6,0,1,0,1,1,5,2,3,0,1,0,4,0,6,7,2,6,4,3,0,1,1,5,1,2,2,2,0,0,0,0,7,4,3,2,3,3,2,6,2,1,0,3,3,1,0,0,0,4,3,2,9,3,0,3,2,0,0,2,0,0,4,3,2,0,1,1,0,0,3,3,0,2,1,2,1,2,3,2,1,1,1,23,3,1,1,1,18,1,1,0,2,0,1,3,2,1,2,1,3,0,1,0,6,1,0,2,2,5,0,2,2,1,1,6,0,2,2,7,3,0,0,3,1,2,2,0,0,3,2,0,2,1,0,1,2,3,1,1,3,0,6,3,6,1,1,3,0,1,0,2,0,0,1,2,1,1,3,2,2,3,2,2,1,0,0,2,1,1,2,0,2,3,0,4,2,0,3,2,2,0,1,7,0,1,2,1,0,0,5,0,1,2,0,0,1,2,2,0,1,0,2,0,2,0,2,1,3,3,0,0,1,3,1,0,0,1,0,3,0,0,1,4,5,1,0,2,0,3,0,4,3,0,0,0,3,1,1,0,6,1,4,0,1,1,3,1,1,1,0,1,0,1,1,2,1
2,3,8,0,3,0,7,23,17,3,2,0,14,9,0,0,3,0,220,3,0,4,0,32,0,0,16,1,1,1,0,2,3,0,0,2,50,1,2,1,0,0,3,3,4,0,0,0,4,0,0,1,3,0,0,0,0,2,3,3,1,1,0,1,0,2,1,0,0,4,1,1,0,11,1,2,0,1,0,2,0,4,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,2,1,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,2,0,0,1,0,1,1,0,2,3,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,4,1,1,1,1,0,0,4,0,0,3,0,1,3,1,3,3,0,1,3,1,0,0,21,0,1,0,0,2,1,1,0,0,2,0,2,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,3,1,0,0,1,0,3,0,2,0,0,0,0,3,5,1,3,1,0,0,1,0,0,3,1,1,0,0,0,0,0,3,3,1,1,1,1,0,0,0,0,1,3,0,2,1,0,1,1,2,0,2,1,2,0,0,5,5,2,0,2,3,0,0,0,1,2,0,1,4,0,0,3,0,0,0,2,0,0,3,2,2,0,2,1,1,2,2,2,1,0,0,0,0,0,3,1,3,0,1,1,1,6,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,2,1,0,3,0,0,0,0,1,0,0,0,1,0,1,0,1,3,1,0,0,1,4,0,0,2,0,1,0,2,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,2,1,1,1,0,1,2,0,1,1,0,1,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1,0,2,0,3,0,2,1,0,1,1,0,0,0,3,0,0,0,0,2,0,2,2,1,1,1,1,0,0,0,0,1,2,2,0,0,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1
0,7,2,2,4,0,10,8,18,5,0,0,10,17,0,0,4,1,54,3,0,15,2,35,0,2,7,0,2,1,0,9,1,2,1,4,122,2,0,1,0,0,1,8,7,1,0,0,4,0,1,8,12,1,0,1,0,20,1,17,1,7,0,0,0,1,0,1,0,5,7,1,2,9,7,6,0,10,2,5,0,11,9,0,3,0,0,0,1,0,3,3,4,0,0,6,0,6,0,2,2,2,1,1,2,0,3,0,0,3,8,9,1,3,0,1,1,4,3,0,1,0,5,4,4,1,3,0,2,0,5,0,7,1,1,1,1,3,0,0,11,2,11,0,0,0,2,4,0,17,2,3,1,1,2,1,0,2,8,2,1,2,3,4,2,2,3,2,0,1,1,1,0,0,5,2,3,2,3,7,0,4,11,4,8,15,1,1,2,2,3,9,0,6,2,4,0,0,41,3,1,7,7,8,6,1,4,1,7,0,2,8,2,2,0,0,0,10,4,4,1,7,3,6,8,2,7,5,2,7,3,0,2,0,2,1,1,2,6,0,0,8,0,7,1,4,0,3,1,3,0,2,2,4,0,0,3,12,21,2,3,3,11,1,2,0,10,1,0,3,3,2,1,2,1,5,4,0,0,7,2,3,5,4,0,1,3,10,4,1,0,9,8,1,3,7,5,5,2,0,4,2,4,1,1,1,5,3,0,12,1,2,4,2,4,0,1,2,2,0,1,7,2,3,0,3,8,1,1,5,1,4,3,2,2,1,0,0,4,7,3,0,6,0,0,2,1,11,0,3,0,0,4,2,1,5,5,0,0,3,1,4,3,1,0,3,0,0,0,10,2,0,5,3,3,2,4,2,3,1,5,1,2,2,3,2,2,1,7,2,0,1,2,1,3,0,1,1,4,4,2,1,3,0,6,1,6,1,2,0,1,4,2,4,3,3,4,3,8,2,12,2,0,2,1,1,9,4,1,2,0,2,0,2,1,1,1,0,1,0,3,3,0,1,1,2,0,3,2,4,0,1,3,2,3,0,1,2,4,1,3,1,4,1,0,1,6,0,2,6,5,1,3,3,5,4,1,0,3,6,2,7,1,7,4,0,2,3,0,3,4,1,1,2,1,2,1,3,4,3
3,4,5,1,8,0,3,5,20,2,0,0,22,23,0,0,2,0,31,1,0,5,0,63,0,1,6,1,0,1,1,4,1,3,0,5,236,3,1,0,0,0,2,2,1,0,0,0,1,0,0,1,4,0,0,2,1,7,1,3,0,2,0,1,0,0,0,1,0,3,2,0,0,0,7,2,0,3,2,2,0,3,1,4,0,0,0,0,0,1,2,2,3,0,0,1,0,3,0,2,0,2,0,0,2,0,1,0,1,0,2,4,1,0,0,0,0,5,3,1,4,2,2,0,1,0,0,0,0,2,0,0,5,0,0,1,0,1,0,0,4,1,0,0,0,0,2,1,0,5,1,0,1,0,4,0,1,0,0,1,3,2,1,0,3,0,0,1,0,2,0,0,0,0,1,9,3,1,0,1,1,1,5,0,1,5,1,0,1,0,0,2,0,0,1,1,1,0,16,0,3,2,0,4,0,0,1,1,0,0,5,1,1,0,0,1,1,1,0,2,2,0,1,0,1,4,1,0,2,1,3,0,1,1,0,0,0,0,3,0,5,5,1,3,0,0,0,1,0,0,2,1,0,1,0,1,0,3,6,1,0,1,1,0,0,0,3,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0,5,0,0,0,2,1,2,1,0,0,2,0,2,1,0,0,1,0,0,1,1,0,0,1,2,0,0,4,1,1,0,0,1,1,0,0,0,1,1,1,1,4,3,4,3,0,0,1,1,2,3,0,1,3,0,0,4,1,3,0,1,1,0,1,0,4,0,0,0,0,0,0,4,1,3,1,0,0,0,1,0,3,0,1,1,0,1,2,1,0,9,0,3,8,4,0,1,2,1,0,0,3,1,0,2,0,2,2,2,0,0,0,0,0,0,0,0,3,0,2,1,1,2,1,2,0,0,0,0,0,0,3,0,1,4,1,3,1,2,1,0,0,2,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,3,1,4,6,1,1,1,0,3,2,0,0,1,1,0,0,1,2,1,0,2,2,0,1,2,0,2,1,0,1,2,0,5,0,2,2,0,0,2,1,0,2,2,0,1,0,1,2,3,0,0
1,2,12,2,12,0,11,8,410,12,2,2,298,136,0,5,6,0,113,4,0,7,2,878,1,1,5,3,1,2,1,4,1,5,2,2,343,2,1,0,0,0,3,5,2,1,1,0,2,3,1,5,4,3,0,2,0,4,2,2,1,5,0,3,1,4,1,2,0,7,2,0,2,4,9,5,1,12,0,2,0,5,3,3,1,0,1,1,3,0,0,2,2,1,0,3,1,4,2,3,1,2,2,0,1,1,1,0,1,2,6,3,2,0,0,0,1,4,3,4,0,2,1,0,3,3,1,2,2,5,3,1,2,2,1,0,2,3,2,1,9,1,2,3,0,1,1,2,0,2,2,1,1,0,5,1,0,1,6,2,6,0,3,1,1,2,1,1,0,1,1,3,0,0,1,5,6,1,5,0,3,0,13,5,1,11,1,0,1,1,0,5,0,3,3,2,0,1,43,4,3,0,2,6,5,1,4,2,1,1,0,5,2,2,0,1,0,2,2,3,3,2,0,3,0,6,2,1,0,1,3,1,6,2,3,1,2,3,1,0,17,11,1,9,0,3,2,4,1,0,2,0,1,0,0,1,2,4,16,0,2,3,4,1,0,0,1,0,2,3,2,0,0,3,1,6,0,0,1,4,0,1,8,0,0,1,2,3,2,3,0,1,4,2,2,11,6,3,9,1,1,1,1,0,0,1,3,1,0,8,1,1,0,0,4,0,1,2,4,0,1,2,3,0,1,2,4,2,3,1,6,3,0,3,1,2,0,1,3,1,3,1,4,0,3,3,1,10,0,0,1,0,1,1,3,2,1,3,8,2,2,4,5,1,1,1,2,0,1,0,2,1,0,4,1,2,5,0,1,2,6,1,1,2,1,1,2,10,2,0,0,1,1,1,4,1,1,4,5,5,3,2,3,0,0,1,2,2,1,0,6,3,1,3,2,2,0,1,2,2,3,1,0,1,1,2,8,1,0,3,4,0,1,3,0,1,1,1,0,0,2,6,2,1,0,0,1,5,1,2,4,2,6,1,6,0,3,1,5,0,1,1,1,1,1,1,3,0,1,1,3,3,3,5,1,3,2,0,1,3,1,6,0,2,4,2,1,2,2,3,3,2,0,0,0,2,4,2,1,3
2,4,10,0,6,2,7,9,105,5,3,0,107,53,0,2,11,0,216,5,0,3,2,263,0,1,12,0,1,1,2,4,0,2,1,2,494,1,2,1,0,0,0,0,0,3,1,1,0,2,3,1,3,3,1,1,0,4,1,1,1,3,0,4,1,2,2,1,0,2,0,3,3,2,18,2,0,1,0,1,0,2,3,3,2,1,1,0,1,1,1,1,5,1,0,0,1,2,1,4,1,2,0,0,1,0,0,0,0,3,1,3,0,1,0,1,2,5,1,2,1,1,2,0,1,0,0,1,0,1,0,0,2,4,3,0,0,3,1,0,1,1,0,0,0,1,0,2,3,5,2,1,0,0,4,1,1,1,5,3,1,2,0,2,0,0,3,0,0,1,0,0,0,1,0,7,5,1,2,1,0,0,6,0,2,3,0,0,1,1,1,5,0,2,4,1,0,0,32,2,4,2,0,2,4,1,2,0,0,0,3,1,2,0,0,1,0,2,2,0,5,0,3,0,1,2,3,1,1,2,4,0,3,3,1,1,0,0,3,0,1,6,0,5,0,2,1,1,2,2,5,1,1,0,0,3,3,4,2,2,4,1,1,0,0,0,2,0,0,1,1,2,0,0,0,6,3,1,0,4,0,2,4,2,2,1,4,2,0,1,0,1,2,0,2,6,1,1,1,0,1,0,0,1,1,1,2,1,1,2,0,1,1,0,0,0,0,1,4,0,0,0,1,5,0,2,2,0,1,1,1,0,0,1,3,2,0,0,3,3,2,0,2,0,0,0,0,6,1,1,0,0,0,0,1,0,1,1,1,1,1,1,5,1,1,3,2,1,1,2,0,0,2,3,1,0,0,0,1,2,1,0,0,0,1,2,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,3,0,0,2,2,3,3,0,0,3,1,0,1,0,0,3,1,3,2,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,1,0,1,2,0,0,1,7,0,3,1,0,4,2,0,0,2,1,0,0,0,1,1,0,1,3,1,1,2,0,1,1,1,0,1,0,1,0,4,2,0,2,0,1,3,2,0,0,0,1,1,1,0,0,1
2,7,17,3,15,1,17,8,128,5,0,3,96,54,0,0,9,0,54,8,0,3,2,268,1,1,5,2,0,0,6,9,1,0,3,6,726,4,5,2,0,0,1,5,0,1,5,0,3,5,0,4,4,1,0,2,1,5,3,3,1,3,0,1,0,3,0,0,0,3,0,0,5,2,20,12,0,6,1,2,0,4,4,2,2,1,1,0,4,1,3,1,2,0,3,3,1,3,4,6,2,5,1,1,4,0,2,0,0,6,0,9,1,0,0,0,2,3,0,0,0,4,0,0,1,1,1,2,5,7,0,2,1,2,4,2,4,1,1,0,3,2,0,0,0,1,1,0,3,6,1,3,0,0,5,3,0,1,4,3,3,1,0,4,4,0,6,0,0,1,0,2,0,1,1,4,2,3,2,2,2,0,22,3,0,13,1,0,4,1,0,5,0,1,4,4,2,1,32,7,1,1,1,5,1,0,8,3,4,0,2,0,6,2,0,0,1,2,2,1,5,4,1,2,2,6,5,1,0,4,4,0,5,1,3,0,2,1,3,0,2,2,1,4,0,1,0,3,2,1,3,1,2,0,1,0,2,9,17,1,1,2,0,0,0,1,2,0,1,0,2,2,2,0,1,1,1,0,1,6,2,1,7,2,1,0,3,3,3,2,0,4,3,2,1,5,1,1,5,2,0,0,1,3,0,1,5,0,0,4,0,5,2,2,5,1,1,1,2,0,1,0,0,5,2,2,6,0,1,4,5,2,0,0,1,0,0,0,4,1,2,0,8,0,2,1,2,5,0,2,1,1,2,0,1,1,4,2,0,0,0,4,2,2,1,0,0,2,0,3,0,0,2,2,2,3,3,2,1,3,2,5,2,0,0,4,3,4,2,1,0,1,0,0,2,0,1,1,0,5,0,1,1,2,1,1,1,0,2,0,0,1,0,3,2,0,5,4,2,2,5,3,0,1,2,2,3,0,0,1,0,2,0,3,0,1,2,0,2,0,0,1,0,3,0,0,0,3,2,3,2,4,1,0,6,0,0,0,0,1,1,1,1,0,2,1,1,0,1,5,2,4,2,2,2,0,0,1,1,4,0,0,0,1,1,0,0,3,1,0,3,3,0,0,0,1,1,2,1,2
4,2,14,0,5,0,9,2,32,1,0,2,31,17,0,2,4,0,29,9,0,0,0,100,0,2,2,3,0,3,3,9,0,0,2,5,559,0,4,4,0,0,1,1,1,2,3,0,0,2,0,0,2,4,0,2,0,3,1,4,0,2,0,3,1,0,1,1,0,2,0,1,6,2,22,3,0,4,2,2,0,4,0,4,1,1,0,0,2,2,0,0,2,0,0,1,0,4,1,4,0,2,2,0,0,0,1,0,1,5,0,5,1,0,0,0,1,5,1,0,1,2,0,2,0,1,1,2,0,2,1,1,1,1,2,0,1,0,0,0,1,1,0,0,0,1,0,0,2,2,1,1,0,0,5,0,4,3,3,0,1,4,0,1,1,0,3,1,0,2,0,1,0,0,1,5,2,4,2,1,1,1,5,1,1,6,0,1,0,2,0,3,2,3,4,3,2,0,31,3,3,2,1,3,2,2,2,1,2,0,3,1,1,0,0,1,0,0,1,3,3,2,3,1,2,2,1,0,1,2,3,1,4,1,0,0,1,3,1,1,1,6,1,8,0,2,2,2,0,3,0,0,0,2,0,0,0,4,5,1,2,2,0,1,0,0,0,2,1,2,2,2,1,1,0,3,0,2,2,1,0,1,3,2,1,1,1,0,0,2,1,1,1,0,2,2,0,2,3,1,3,1,0,0,1,0,0,2,1,9,0,1,1,0,2,0,0,0,2,0,1,2,2,2,1,2,1,0,2,2,0,0,2,1,1,3,2,0,2,2,2,1,6,0,1,0,0,8,0,2,1,1,0,0,3,1,3,2,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,2,4,0,4,0,0,1,1,1,1,0,0,1,0,0,1,4,0,3,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,3,2,1,7,0,2,2,0,2,1,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,2,1,1,0,2,3,1,0,2,5,1,5,1,0,0,0,0,0,0,3,2,0,0,0,0,3,2,2,2,2,0,0,3,5,0,0,3,0,3,0,1,2,0,1,2,0,1,0,0,2,1,3,0,1,0,1,6
3,0,14,0,5,0,4,2,58,2,0,0,42,33,2,2,3,0,49,11,0,2,1,163,1,0,2,1,0,1,3,9,1,0,2,5,812,4,3,2,0,2,1,5,0,0,6,0,4,4,0,2,2,2,0,2,2,3,4,4,0,3,1,1,0,4,1,1,0,0,3,3,6,5,19,4,1,3,0,0,0,3,0,3,2,0,2,0,2,0,0,2,2,2,0,0,2,2,5,2,0,7,0,0,1,0,1,0,0,0,0,4,2,0,0,1,0,3,2,1,1,3,3,0,1,0,1,0,0,2,1,0,3,2,3,2,1,0,1,0,2,4,1,0,0,4,0,2,0,3,1,0,0,0,5,0,1,1,0,1,2,2,2,3,1,0,3,0,0,0,1,2,0,0,0,0,5,3,2,1,0,0,9,1,2,14,0,1,3,2,4,1,0,1,1,1,2,1,32,3,4,8,6,2,4,2,5,1,0,0,3,0,4,2,0,0,3,3,1,0,2,0,1,0,2,2,3,2,1,5,3,2,6,0,1,0,0,1,2,0,0,5,2,5,0,0,1,5,1,0,2,0,2,0,1,0,2,7,6,1,1,0,2,3,0,0,3,0,1,0,2,0,0,0,0,1,2,1,0,0,1,0,3,5,0,0,0,4,2,5,0,2,4,2,1,4,1,3,7,3,2,1,0,0,0,0,1,1,1,7,0,1,3,0,3,0,0,0,1,0,1,1,1,5,3,1,7,2,3,2,1,1,0,0,1,0,0,0,0,0,3,0,3,0,0,0,2,4,1,0,1,1,1,1,0,3,6,6,0,0,1,3,2,0,0,0,1,2,0,2,2,0,1,2,3,2,3,1,1,3,1,1,1,3,1,4,0,1,1,1,0,1,0,0,1,0,0,4,1,2,1,0,3,1,0,1,0,1,0,0,2,1,0,3,0,1,1,2,2,4,4,0,1,2,2,1,4,0,0,1,2,1,0,11,0,1,0,0,0,0,2,2,0,2,0,1,1,2,0,3,4,2,4,1,1,0,1,1,1,0,0,0,1,2,0,3,0,0,0,0,3,2,2,1,1,0,1,1,0,2,0,1,1,5,1,0,1,2,0,4,1,0,1,1,0,2,1,0,1,3
4,0,24,0,5,0,8,1,83,3,0,1,71,27,0,2,4,0,9,12,0,0,0,171,0,0,2,2,0,1,5,10,1,0,3,3,567,3,9,0,0,0,0,1,1,1,2,0,3,2,0,4,3,1,0,1,2,6,3,1,2,4,0,4,0,2,1,0,0,2,1,0,2,2,14,5,0,3,1,3,0,2,0,4,0,3,1,0,1,2,3,2,6,1,0,1,0,0,2,4,0,1,0,1,0,0,2,1,1,0,0,3,1,2,0,0,1,3,3,1,1,1,3,1,2,0,1,0,1,3,0,0,2,5,1,0,0,0,0,0,2,1,1,1,1,1,1,2,1,7,0,2,0,0,5,4,1,2,2,1,1,4,1,2,1,0,2,1,0,0,0,1,0,2,0,3,7,2,2,1,1,0,9,0,2,9,0,3,4,1,0,5,1,0,1,3,0,1,35,1,2,4,1,3,0,1,3,0,0,0,2,2,3,0,0,0,3,0,6,3,2,1,1,2,4,4,1,1,0,4,1,2,3,2,0,0,2,0,2,1,1,8,2,5,0,1,2,1,0,2,3,0,2,1,0,0,5,5,1,0,1,1,0,3,0,1,4,1,2,2,2,0,0,1,4,0,0,2,0,0,1,1,5,1,2,1,0,2,2,0,0,1,2,0,1,5,2,0,1,1,1,2,2,2,3,2,6,0,1,4,0,1,2,0,1,1,0,1,1,0,2,2,3,9,3,1,5,0,1,2,1,1,1,0,2,1,0,0,2,2,3,0,2,1,2,0,2,7,1,2,0,2,0,0,2,2,4,1,0,1,1,1,1,0,0,1,0,0,1,5,0,2,2,2,2,1,1,1,0,2,2,0,0,1,0,5,0,2,0,0,0,0,0,1,0,1,2,2,1,1,0,0,1,2,2,2,1,0,1,0,0,0,1,1,2,0,0,4,2,2,0,1,3,0,1,1,3,1,1,4,0,1,0,4,0,1,0,0,0,0,1,0,0,0,0,0,2,3,0,1,1,4,5,0,4,0,0,3,1,0,0,2,1,2,0,1,1,1,0,0,3,1,0,0,1,1,1,1,1,3,0,5,0,4,0,0,1,2,0,0,1,1,0,0,0,0,1,1,1,2
