"x","y"
7608,8598
8686,2886
3297,8047
6770,2197
7249,2473
8925,8254
7009,9493
6650,3505
7847,4469
9404,7291
6051,2886
8566,1853
5812,7015
9404,7841
3297,9699
2578,9149
4374,9355
7009,6189
7009,2886
8207,5363
4494,5845
2818,8873
7728,3436
6051,2610
6889,8048
6650,8185
3297,7634
5332,9493
7249,6327
5931,8873
7967,7015
9404,7566
8446,1922
6889,5432
7967,8529
4135,9217
3177,6327
7488,2748
5572,5088
5692,5570
3297,7497
4734,8047
5811,9493
8207,3712
3416,9768
7249,3849
4973,4469
7728,7979
7009,3023
8686,3712
3416,6189
5093,3712
7488,9355
4853,8392
3656,9355
8327,2542
8446,9355
6410,8185
4494,6396
7129,7910
9045,7222
5931,9699
8087,6258
3536,7910
8566,2129
7967,6602
4494,6809
4015,8736
4374,6052
8087,8048
7608,7910
7249,4262
7368,4469
4494,4331
5931,6671
7248,9355
8207,5776
6171,4606
8805,7910
3057,7910
5811,7979
7967,4400
2698,9217
3536,6120
4015,6120
9763,9424
5931,6258
5812,6878
6291,3574
5931,7084
8686,9080
4734,7772
8686,6602
7967,6327
7488,8942
2698,8254
8446,3987
7608,6258
5812,6602
8446,7153
4973,4882
6290,9080
4853,7566
6650,9699
4494,4193
5213,4744
4734,7910
8806,3368
4614,7153
6889,7910
3896,4813
5572,3712
7009,8529
6291,1784
6530,3299
6889,8736
7488,3436
7847,7084
8446,7428
3776,8736
7129,3918
9524,8874
5931,3643
7847,4193
7847,9975
7847,4744
7368,7497
2458,9217
3895,9217
8446,5501
7129,1716
7488,9080
4853,8529
5931,3092
8087,8323
6291,7015
6650,9424
9644,7291
7848,2679
4734,9149
6171,2266
5452,7910
7728,2610
7369,3643
6889,6946
4375,4813
4374,7979
4614,8529
4614,5639
3895,8254
8207,3436
9763,9011
6410,5019
8566,6121
8686,1922
7728,5914
4374,7841
9524,6809
7488,5914
7009,7291
9284,8598
9404,9768
3177,7841
7129,1853
9165,8254
7608,7222
6889,7359
2458,8667
5452,6533
6051,1647
7488,6740
5093,4124
8925,7566
6889,6809
6650,2955
5931,3780
8446,3712
2578,9286
7728,8254
4973,7222
4494,5432
6889,7772
3297,5983
8806,2679
5332,9630
4494,5019
4614,4537
6530,9218
5333,6465
4853,6465
8566,9149
7847,4882
8686,9493
7848,3230
8686,8392
2818,7084
7967,7566
7728,4262
6171,1578
7129,2542
3895,9768
8686,2198
4135,5914
8207,5501
6650,8598
6650,5845
6530,4125
7009,7153
6410,8736
7728,5776
3656,9493
4015,9149
9404,8254
7967,4951
8326,6946
5213,5294
6530,8942
4374,9906
7368,6809
6171,1853
2698,8667
7368,8048
6171,5432
6890,2404
6650,4469
5213,7497
6051,4125
8805,8461
8446,6052
8686,10044
6171,8460
6650,4882
9763,9700
8566,5295
7368,7359
4135,9493
3177,6051
8446,2335
8925,6189
4973,6120
8805,9699
8087,9837
5931,7910
7728,7015
6889,8873
7129,8323
8686,2610
7608,3643
5452,3643
6530,9355
8207,8942
5692,9286
7129,2817
7608,2817
8446,2473
4973,8736
4255,7084
4614,5914
5931,8598
6051,4537
4614,9080
8326,8598
5572,5776
3656,6602
6770,6465
7488,5639
6530,3712
5692,5845
4973,8460
6291,2473
8925,6740
3776,9011
8446,7015
7847,5708
7967,5363
7488,6878
7249,3299
4494,9699
5572,6189
6530,8254
6890,1991
7848,1853
3656,5914
6530,6327
6291,4262
5572,9355
9404,8117
3297,6258
2578,8323
4614,4400
7608,8736
3177,8804
6171,9011
7967,9355
3297,6671
8805,7497
4614,6327
7249,2748
5452,8736
8446,6327
7368,6396
9644,9218
7488,3161
5931,6946
6650,6946
5931,6396
8446,7979
7249,7291
3536,6396
6051,9768
7967,2198
5213,6946
4854,4262
5572,5363
5213,5983
2937,8116
8566,6946
5931,7772
6171,5157
7129,7772
7728,7153
8446,1785
8925,7428
4853,6740
6650,6533
5093,4950
6890,2266
7847,9011
5452,8873
4973,5845
6291,2335
8326,9837
7967,9493
4853,6602
6171,7635
7848,2542
6650,4606
9284,6946
7369,3505
6051,2335
3057,9011
5452,8323
7728,2197
7488,6052
4734,5432
7727,9218
6530,2748
7488,8254
7967,3849
8805,9837
2578,8598
4973,4744
4734,7635
6410,2817
8566,9287
3536,5983
7728,8529
2458,9768
7368,8874
4973,9975
5452,4606
9284,9149
3536,9699
6410,4193
7129,7222
9284,6534
4135,8254
5093,6740
4135,5363
3297,8323
5692,8873
8566,3230
7369,1991
5931,5295
7967,2473
8805,6534
6530,7979
8327,2955
4854,6052
7967,7153
5333,3987
9284,6258
8326,5570
7728,8116
7967,2886
4255,5157
9644,8805
9165,7704
4374,7153
6650,3367
3416,6051
6530,9906
3656,8667
8446,9631
6051,1784
7608,3092
7608,2542
7728,4125
3656,5639
4614,5363
9284,9011
8446,5363
4494,7910
6410,9975
2578,8185
9045,5845
7608,2404
3776,9562
7009,6465
9284,7497
4135,8392
3536,6671
8446,9080
7847,7497
6171,6809
3776,7634
6290,8942
6530,4675
4015,7359
8087,3505
9763,8461
6530,3161
9284,9837
8925,6052
6770,7428
9763,9975
6770,4675
3776,8323
7847,8323
7967,6052
7129,8185
7369,2679
5213,9837
8446,9493
4734,7497
7488,8392
4973,4193
7009,3299
9045,7635
8566,9975
8686,2748
3536,9286
7608,4469
3177,7703
5931,9149
8207,5226
5093,9355
9284,9975
6890,2955
5812,6052
3416,9355
6051,8254
9883,9768
5692,7910
5213,7635
5572,5914
3057,6809
5812,3712
5811,9080
7129,2955
8925,9906
4734,8736
6051,2748
9404,10044
6769,9493
4255,6671
6530,6189
3536,5707
5093,9080
2818,9011
5812,2335
4614,7015
8326,7635
3536,8323
4614,3849
8566,3368
8566,5157
6530,4813
7368,7772
8207,8392
6650,8461
3656,7979
6171,7772
4614,4262
7249,3161
6410,9286
9404,7153
8446,7841
7728,3574
5093,9218
8087,3643
4494,6120
6889,8598
4135,9906
6889,5157
5811,7566
5093,8667
9644,9080
8686,7704
7009,4950
5572,7566
7847,8185
7129,4469
8925,7841
6530,7703
4494,8047
9045,7497
6411,2404
7249,2197
3656,8116
6410,4606
3536,7084
7728,3299
3416,7703
5213,5019
6770,6052
9763,8874
4614,9906
8566,6671
7368,8598
7249,3712
7249,5776
8446,8942
5692,5019
6171,3505
5812,7153
4614,6740
2818,9424
7608,6533
2698,9355
4853,8667
5931,9011
7129,5157
7249,5914
8925,6878
8326,6534
5812,3574
3416,9493
8566,5983
6410,6946
8327,3092
4255,7222
8207,6878
7249,7979
8686,8805
4135,5776
8566,7359
4973,7910
5572,4675
4734,4882
4853,7979
9045,8323
6770,3849
4614,8254
4135,6464
4973,5983
6530,5501
6171,8598
8566,6258
8087,6671
9524,8048
7488,1647
9045,9011
6051,8805
8327,1991
6171,9149
8566,7910
3895,7566
5812,5776
5811,8254
2698,9768
6889,4331
7728,6878
8686,9906
5333,5363
7248,8942
7488,3849
5572,6052
4015,7222
7129,4056
4135,6189
6889,4469
8446,7566
7488,2610
2578,8047
4374,7566
9045,8874
6291,5639
4614,4124
6770,3436
5932,1991
9045,6534
2458,9493
7608,5157
6410,4744
6889,4882
6171,3367
7009,4813
6770,5914
4375,5776
4614,5501
7009,8805
4374,9217
7847,6809
4015,8185
8566,8323
2818,8047
8207,6189
8805,9011
3536,6533
7368,9562
5093,8529
8925,6327
4734,6809
3416,5501
9284,8736
4734,4606
5213,9011
4734,9837
4255,4744
3536,5570
7848,3643
7368,7635
4614,3987
6650,9837
3536,5294
6889,5019
8686,2335
4854,4675
4614,6052
3416,8804
6770,7841
5333,6740
3895,7290
3177,9080
5812,6465
7368,8736
8805,6809
8326,9287
7967,2060
6171,9837
5931,6120
3895,7015
4854,5776
2698,7979
7009,7841
7009,7428
2338,9562
5452,9286
9284,9287
7129,3092
4375,5501
7249,6465
5692,2542
6770,5639
4255,6120
4374,7015
3297,6120
2937,7566
7608,9011
7368,9699
3895,9906
6410,3643
4255,8460
4614,8805
3896,4950
6051,6465
3776,6946
5572,9493
4135,5226
9644,8254
8566,8461
8326,6258
4015,8323
7129,5708
8925,7704
3416,8942
4375,4262
5931,3367
9404,8942
6650,9149
2698,7566
5333,4950
4015,9424
7848,2129
5572,8392
9284,7359
7728,8392
5812,4537
8087,8598
2578,9424
5811,8667
3416,7428
2937,9080
7967,10044
5213,4193
5332,9218
3297,6946
8207,3987
7967,3712
8566,1578
6410,7359
3895,6464
7249,4813
5213,4331
3057,7359
2937,6740
7009,9218
8327,3643
6889,3230
7009,5226
4255,9562
3177,6189
5452,9837
8925,9493
8925,8667
4015,5019
8207,9355
3416,7015
3177,9768
2817,9837
8686,5363
2458,9906
7129,6671
7009,7703
5452,4193
3776,6120
8087,6533
6410,6258
9524,8461
5692,9149
6410,8048
4734,6671
