"x","y"
7409,8455
8487,2740
3096,7905
6570,2052
7050,2327
8727,8111
6810,9350
7888,9970
6451,3360
7649,4324
5852,2740
5612,6872
4174,9213
6810,6045
9086,2258
6810,2740
2617,4737
4893,2465
4534,9832
9326,2947
8847,5150
8008,5219
4294,5701
4294,3222
7529,3291
2617,5013
5852,2465
6690,7905
6451,8042
5133,9351
7050,6183
5732,8731
7768,6872
8248,1776
6690,5288
7768,8387
3935,9075
3336,3085
7289,2603
5372,4944
5492,5426
4534,7905
5612,9350
8008,3567
7050,3704
4773,4324
8727,3980
4893,3153
7529,7836
6810,2878
8487,3567
3216,6045
4893,3567
7289,9213
4653,8249
9446,3016
9086,5013
5732,3085
9206,2189
3096,3498
3216,4117
8128,2396
9446,4393
8248,9213
6211,8042
4294,6252
6930,7767
2856,5839
8847,7078
5732,9557
7888,6114
3336,7767
8368,1983
7768,6459
3216,5081
4294,6665
3815,8593
2377,2947
4174,5908
7888,7905
7409,7767
7050,4117
7169,4324
4294,4186
5732,6527
4054,2121
7050,9213
8008,5632
5971,4462
8607,7767
2736,3291
5612,7836
7768,4255
7529,10177
3336,5977
3815,5977
3575,2671
4893,3291
3096,2809
5133,1914
2976,3153
8847,1845
8607,5150
5732,6114
4653,3291
5612,6734
6091,3429
5732,6941
8487,8937
8487,4117
4534,7629
8487,6459
7768,6183
7289,8800
9206,3016
8248,3842
7409,6114
5612,6459
8248,7009
4773,4737
6091,8937
4653,7423
6451,9557
4294,4049
5013,4599
8967,2878
4534,7767
8607,3222
4414,7009
6690,7767
3695,4668
5372,3567
6810,8387
6331,3153
8847,4737
4773,2121
6690,8593
7289,3291
9685,3980
7649,6941
8248,7285
3575,8593
6930,3773
5732,3498
7649,4049
7649,9832
4174,2740
9446,3980
7649,4599
7169,7354
3695,9075
8248,5357
4414,1914
2377,4324
7289,8937
4653,8387
5732,2947
9685,3704
7888,8180
2976,4668
2377,3222
6091,6872
6451,9282
7649,2534
4534,9006
5971,2121
5252,7767
7529,2465
7169,3498
6690,6803
4174,4668
3216,2878
4174,7836
4414,8387
4414,5495
3695,8111
5013,2534
3695,3842
9206,2052
8008,3291
9326,3635
6211,4875
8368,5977
8487,1776
2617,1983
7529,5770
4174,7698
8967,2052
7289,5770
6810,7147
9446,2052
9086,2534
7409,7078
6690,7216
5252,6390
4054,3498
5013,3222
7289,6596
4893,3980
8727,7423
6690,6665
6451,2809
5732,3635
8248,3567
7529,8111
5133,2052
4773,7078
6570,9901
4294,5288
6690,7629
3096,5839
8607,2534
2377,1983
5133,9488
4294,4875
3695,4117
3216,1776
9206,2603
4414,4393
6331,9075
5133,6321
4653,6321
8368,9006
3455,2603
7649,4737
8487,9350
7649,3085
2617,5426
8487,8249
7768,7423
7529,4117
6930,2396
3695,9626
8487,2052
3935,5770
5252,2258
8008,5357
6451,8455
6451,5701
6331,3980
6810,7009
6211,8593
2377,2396
7529,5632
3815,9006
7768,4806
3455,4806
8128,6803
5013,5150
6331,8800
4174,9764
7169,6665
2617,1845
7169,7905
5971,5288
6690,2258
6451,4324
2976,1776
5013,7354
4414,3153
5852,3980
8607,8318
8727,3429
9685,3842
8248,5908
8487,9901
5971,8318
6451,4737
8368,5150
2856,2809
8128,4186
7169,7216
3935,9351
2976,5908
2497,5081
8248,2189
8727,6045
4773,5977
8607,9557
7888,9695
5732,7767
7529,6872
6690,8731
6930,8180
8487,2465
8967,1776
8727,4117
7409,3498
5252,3498
6331,9213
8008,8800
5492,9144
9206,2465
6930,2671
5252,3085
8487,10039
9086,3773
2377,3773
7409,2671
8248,2327
4773,8593
4054,6941
4414,5770
5732,8455
5852,4393
8967,4668
4414,8937
8128,8455
5372,5632
6570,6321
7289,5495
6331,3567
5492,5701
4893,1776
4773,8318
6091,2327
3216,3291
8727,6596
3575,8869
8248,6872
7649,5563
7768,5219
7289,6734
8727,2189
7050,3153
4294,9557
3216,2052
9925,2327
9805,3635
5372,6045
6331,8111
6690,1845
7649,1707
3455,5770
6331,6183
6091,4117
3695,2327
5372,9213
8607,4462
3096,6114
8967,2603
4414,4255
8607,5288
7409,8593
5971,8869
7768,9213
9086,2947
8487,4255
2257,3704
8607,7354
4414,6183
2497,4393
9446,2603
8967,3429
7050,2603
5252,8593
3935,9901
8248,6183
7169,6252
3575,2121
6451,10108
7289,3016
5732,6803
6451,6803
5732,10108
5732,6252
8248,7836
7050,7147
9566,3498
5852,9626
7768,2052
5013,6803
4653,4117
2617,3911
5372,5219
5013,5839
2976,3567
8368,6803
3096,3635
5732,7629
5971,5013
6930,7629
7529,7009
8727,7285
4653,6596
5133,10177
6451,6390
4893,4806
6690,2121
7649,8869
5252,8731
4773,5701
6091,2189
8727,2327
8128,9695
7768,9350
6690,9970
8727,2052
4653,6459
5971,7491
7649,2396
6451,4462
7169,3360
5852,2189
5252,8180
3455,3016
4054,2258
8008,10039
7529,2052
4054,3360
7289,5908
4534,5288
7529,9075
6331,2603
7289,8111
7768,3704
8607,9695
4773,4599
8967,4531
9566,3773
4534,7491
8368,3773
6211,2671
4893,2740
8368,9144
3336,5839
4294,3360
2617,2534
7529,8387
7169,8731
4773,9832
5252,4462
9086,9006
6211,4049
3216,3842
6930,7078
3935,8111
4893,6596
3935,5219
3096,8180
5492,8731
8368,3085
7169,1845
2736,1914
5732,5150
7768,2327
8607,6390
6331,7836
8128,2809
9566,3222
4653,5908
5492,2809
7768,7009
5133,3842
9086,6114
8128,5426
7529,7973
7768,2740
4054,5013
9086,5426
4174,7009
6451,3222
9086,3222
8727,4806
3216,5908
9446,3429
6331,9764
3455,8524
8248,9488
7409,2947
7409,2396
3935,2465
7529,3980
3455,5495
4414,5219
9566,2947
8248,5219
4294,7767
6211,9832
8847,5701
7409,2258
2976,3980
2377,3085
6810,6321
8727,3704
3935,8249
8248,8937
7649,7354
5971,6665
3575,7491
6091,8800
6331,4531
3815,7216
7888,3360
10045,2121
6331,3016
8727,5908
6570,7285
3336,4049
6570,4531
3575,8180
4294,9832
4534,10108
7649,8180
7768,5908
6930,8042
7169,2534
5013,9695
8248,9350
4534,7354
8487,4806
7289,8249
6930,10108
4773,4049
2497,2465
3216,5219
6810,3153
8847,7491
8368,9832
8487,2603
4534,3498
7409,4324
4294,2671
5732,9006
8008,5081
4893,9213
6690,2809
3455,4531
5612,5908
9566,4186
5852,8111
9206,3704
5492,7767
4893,2189
5013,7491
5372,5770
2976,4255
8967,3842
5612,3567
5612,8937
5971,9970
6930,2809
8727,9764
4534,8593
9086,5288
5852,2603
6570,9350
9326,1983
4054,6527
6331,6045
3336,5563
9685,2052
4893,8937
5612,2189
4414,6872
8128,7491
3336,8180
2976,4944
4414,3704
9086,4737
8368,3222
8368,5013
9446,3842
6331,4668
7169,7629
8008,8249
3336,3360
6451,8318
3455,7836
4294,9970
5971,7629
4414,4117
7050,3016
6211,9144
8248,7698
7529,3429
4893,9075
7888,3498
3575,2809
4294,5977
6690,8455
3935,9764
6690,5013
9326,3360
5612,7423
4893,8524
8487,7560
6810,4806
5372,7423
7649,8042
6930,4324
8727,7698
6331,7560
4294,7905
8847,7354
6211,2258
7050,2052
5612,1914
3455,7973
3096,2121
3935,3016
6211,4462
3336,6941
7529,3153
4294,1983
4534,2396
3216,7560
3815,1983
5013,4875
6570,5908
2976,2740
2617,3222
9206,5770
9805,2121
3336,2671
4414,9764
2856,5701
8368,6527
7169,8455
7050,3567
7050,5632
8248,8800
5492,4875
5971,3360
5612,7009
4414,6596
7409,6390
4653,8524
5732,8869
6930,5013
3336,2534
7050,5770
3575,3498
8727,6734
8128,6390
5612,3429
2497,5219
8368,5839
5852,9901
6211,6803
8128,2947
4054,7078
5372,2189
8008,6734
7050,7836
8967,5770
8487,8662
3935,5632
2497,3153
8368,7216
5013,2121
4773,7767
5372,4531
4534,4737
4653,7836
8847,8180
3575,2396
3336,2121
6570,3704
4414,8111
3935,6321
4773,5839
6331,5357
5971,8455
8368,6114
7888,6527
8847,8869
8967,2189
5852,8662
8128,1845
5971,9006
8368,7767
3695,7423
5612,5632
5612,8111
6690,4186
7529,6734
2736,5495
3575,3635
8487,9764
5133,5219
7050,8800
7289,3704
5372,5908
8727,2740
3815,7078
6930,3911
3935,6045
6690,4324
8248,7423
7289,2465
5372,10177
4174,7423
8847,8731
6091,5495
6690,10108
4414,3980
6570,3291
5732,1845
8847,6390
7409,5013
6211,4599
8847,2396
6690,4737
5971,3222
6810,4668
7169,10108
6570,5770
4174,5632
2257,2603
4414,5357
6810,8662
4174,9075
5612,10039
7649,6665
3815,8042
5492,1983
2497,2327
8967,3016
8368,8180
8008,6045
8607,8869
7169,9419
8967,4255
3336,2258
4893,8387
8727,6183
4534,6665
3216,5357
9685,2189
4534,4462
5013,8869
4534,9695
4054,4599
3336,5426
7649,3498
8967,4393
7169,7491
4414,3842
6451,9695
3336,5150
6690,4875
3815,1845
8487,2189
4653,4531
4414,5908
3216,8662
6570,7698
5133,6596
3695,7147
5612,6321
7169,8593
3935,3429
8607,6665
8128,9144
7768,1914
5971,9695
5732,5977
3695,6872
4653,5632
9086,2671
5372,2052
5492,9970
8727,3567
6810,7698
9086,3085
9685,2327
6810,7285
5252,9144
9086,9144
9326,5839
6930,2947
4174,5357
7050,6321
3216,3429
3336,1983
5492,2396
9206,4668
5372,10039
6570,5495
4054,5977
4174,6872
3096,5977
7409,8869
7169,9557
6211,3498
9566,1707
3575,4462
4054,8318
4414,8662
3695,4806
5852,6321
3575,6803
5372,9351
9326,2258
3935,5081
8487,3980
2377,1845
8368,8318
8128,6114
3815,8180
4653,3153
6930,5563
8727,7560
4534,3085
4174,4117
2617,3085
5732,3222
6451,9006
2736,4944
5133,4806
3815,9282
2856,2947
7649,1983
5372,8249
9446,3153
7529,8249
5612,4393
7888,8455
2856,5013
5612,8524
3216,7285
7768,9901
3096,5013
5013,4049
5133,9075
8008,3842
7768,3567
6211,7216
3695,6321
7050,4668
5013,4186
6810,9075
8128,3498
6930,9970
2497,2189
6690,3085
6810,5081
4054,9419
2976,6045
5252,9695
2137,2258
8727,9350
2736,1776
8727,8524
4414,9901
3815,4875
3575,4049
8008,9213
3575,4599
8487,5219
2497,4255
5013,10108
6930,6527
6810,7560
5252,4049
3575,5977
7888,6390
6211,6114
5492,9006
6211,7905
4534,6527
6690,9695
6211,2121
7888,4186
2377,2671
3096,3085
4893,9626
7888,7078
4773,7354
5852,9350
4893,5908
5852,5770
2257,2327
9446,2465
6451,4875
8008,8524
7050,9350
4414,3291
5372,7560
9086,2809
5133,5495
3815,5563
8248,8111
8847,5563
8607,9144
7888,9282
7050,6459
8607,4049
8248,6596
5971,5839
2617,2671
3575,7629
6690,8869
6211,1983
8607,2947
2736,5632
5612,8662
3455,4393
3815,7354
7768,4117
8128,6941
7409,2534
2377,4186
4653,5495
3336,8593
9326,2534
7649,8593
7768,3980
7050,3429
3455,3153
3815,6390
3575,6252
4294,7216
6570,8524
5372,3429
4294,6390
5133,4393
6451,8180
4174,9901
3216,8524
5133,2189
8847,9419
7289,3980
5852,7009
8008,7698
5612,4944
8487,8800
6091,5357
8128,3911
3216,7423
7169,6527
