"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500"
3,91,2,15,118,17,2,9,13,8,12,5,8,8,6,0,0,15,17,0,0,0,9,31,5,0,3,2,0,1,2,7,5,10,7,3,605,0,0,0,4,7,10,26,2,0,3,0,2,1,9,9,3,8,3,4,1,0,9,1,2,0,0,2,0,3,4,1,0,2,3,4,1,0,6,3,0,9,0,18,4,7,2,6,0,0,0,4,5,4,4,6,1,9,0,4,4,17,2,2,5,0,3,9,5,0,0,1,1,0,1,2,0,0,4,2,6,4,0,0,0,2,1,2,10,12,0,0,0,0,1,7,1,2,16,1,0,5,3,2,15,1,0,0,3,0,10,0,0,2,3,0,4,0,3,0,0,1,7,2,1,3,3,0,4,0,1,1,4,2,0,1,2,0,3,5,15,1,0,4,3,4,52,0,1,10,2,0,12,1,0,12,1,1,0,6,1,0,122,10,1,1,0,7,2,0,4,10,3,1,5,6,9,6,0,1,0,5,1,4,3,4,1,5,0,1,1,2,7,1,13,0,6,0,3,1,0,1,0,2,0,4,8,4,1,0,0,6,5,3,1,1,4,5,1,3,2,6,34,2,0,0,1,1,1,0,4,0,3,4,0,4,1,1,0,4,3,1,0,2,1,4,12,7,0,0,5,7,0,4,4,5,3,0,5,8,6,1,0,1,1,1,2,0,3,3,7,3,0,13,2,4,0,0,2,4,1,12,3,0,7,4,0,3,0,2,3,1,0,3,4,0,4,9,1,0,3,5,0,4,3,1,10,0,0,3,2,2,0,1,2,0,15,1,0,2,9,3,0,2,2,3,1,0,1,0,3,11,0,2,0,0,3,4,4,1,4,0,0,5,3,3,3,1,1,4,6,2,2,1,1,0,2,0,2,0,1,3,0,3,4,1,3,2,2,1,0,0,0,0,2,3,2,2,0,4,4,3,2,2,1,0,0,3,1,1,20,1,0,1,0,1,1,2,2,4,1,5,0,0,6,0,0,5,1,1,3,7,1,1,2,0,6,0,2,2,0,3,6,0,0,2,3,2,4,5,4,0,0,7,7,2,1,7,0,6,3,2,3,5,1,1,0,5,5,5,0,0,3,2,1,1,0,0,0,4,1,7,0,2
3,14,5,5,17,3,97,25,160,27,0,2,129,71,0,2,50,1,15,6,2,25,1,464,0,1,5,0,2,3,3,66,3,0,3,25,444,5,3,0,0,0,7,29,8,3,19,1,25,4,1,9,12,12,1,4,7,27,4,23,0,16,0,5,8,10,4,3,0,14,24,0,8,4,10,35,2,37,4,12,0,52,18,1,3,0,1,1,2,11,12,7,15,2,4,29,2,6,7,4,4,6,1,1,10,1,8,0,0,1,7,20,8,2,0,3,3,11,3,4,1,25,5,8,15,6,3,4,6,7,2,7,7,6,15,0,8,27,2,1,44,6,17,3,2,1,12,1,2,33,1,11,3,2,18,3,0,10,27,3,12,5,9,10,6,2,3,4,0,2,0,5,0,1,2,6,30,4,8,17,3,1,61,4,12,49,3,3,11,0,6,21,3,7,9,13,4,0,73,11,13,17,3,29,16,3,20,2,12,1,9,15,7,5,0,1,0,24,5,10,10,7,9,8,17,17,24,8,10,6,16,0,30,4,7,0,3,3,2,1,6,39,12,21,3,6,0,22,4,7,1,9,5,2,0,7,2,43,76,3,5,9,15,1,2,1,19,3,27,10,6,1,13,1,1,12,16,6,2,11,5,5,44,7,4,3,20,18,14,12,0,5,24,5,3,23,8,4,13,5,10,6,8,8,4,15,11,12,1,46,7,7,5,7,16,1,11,4,19,1,18,4,13,3,1,20,24,0,8,7,11,3,2,7,4,4,4,2,7,12,8,0,17,5,0,8,2,27,4,3,13,2,13,4,1,13,14,10,0,1,0,15,11,11,5,7,9,4,10,6,7,0,11,13,14,9,23,5,1,15,3,10,6,2,2,8,19,10,7,5,0,10,1,0,6,2,8,3,5,9,3,2,3,1,12,7,3,7,6,0,9,6,3,13,3,10,4,3,5,9,3,9,5,11,6,9,27,7,4,7,5,4,0,13,3,1,6,2,5,2,7,5,0,6,5,7,0,20,2,3,15,6,3,2,8,0,3,2,5,0,2,6,8,2,1,2,10,5,9,15,5,2,19,21,10,8,5,3,2,4,5,11,5,15,10,11,5,14,6,7,9,2,1,5,3,9,21,13,6,8
1,0,160,2,12,5,65,0,23,3,0,3,18,5,0,4,29,1,26,29,0,0,4,64,1,20,1,2,10,11,23,60,11,0,1,20,1836,26,16,14,1,0,5,0,0,4,28,0,0,15,1,30,16,5,1,12,4,0,44,12,0,10,0,8,6,4,0,4,0,30,1,2,27,5,101,18,1,43,0,19,0,33,11,14,4,3,4,0,0,11,7,4,7,2,7,0,0,1,13,24,2,17,16,1,6,0,12,0,3,11,0,6,9,4,0,4,5,20,5,5,4,7,9,7,8,2,6,4,5,11,0,2,17,22,31,2,5,3,5,1,10,6,4,1,0,10,1,8,12,4,16,12,0,3,16,19,10,7,16,12,12,15,4,9,5,0,3,3,0,0,2,2,0,2,0,10,30,14,4,13,10,0,90,2,3,41,0,2,4,4,8,45,3,1,6,26,5,3,111,13,8,15,0,14,12,2,31,4,1,1,8,7,20,6,1,2,3,20,12,10,14,3,10,4,5,14,15,0,3,7,10,19,18,5,12,1,1,3,1,0,1,6,6,30,2,0,2,20,8,10,13,1,1,0,0,9,11,28,30,0,0,7,5,0,5,2,19,4,4,2,6,1,6,0,6,6,10,5,5,1,3,2,17,16,6,2,8,7,5,7,0,1,7,2,1,5,12,2,2,6,3,6,5,5,2,4,25,11,6,34,1,16,8,15,3,3,1,0,8,4,2,6,7,8,15,11,8,1,5,11,15,1,2,5,8,1,5,0,2,9,5,0,21,3,8,6,10,11,8,6,9,7,6,2,6,7,11,7,4,0,2,3,8,0,1,5,4,2,9,4,8,7,6,8,2,12,5,7,3,2,2,7,4,6,7,5,3,3,2,3,0,4,1,8,3,5,5,9,4,5,3,0,2,9,4,2,5,1,4,1,6,4,2,1,4,3,6,7,6,9,6,8,6,4,15,3,18,1,0,10,0,1,0,13,8,2,5,1,6,6,4,3,0,3,6,5,0,3,2,1,6,11,4,9,2,0,5,2,1,2,1,5,15,4,1,6,4,3,6,6,11,10,1,13,2,11,6,1,1,17,2,15,2,32,6,3,1,5,2,4,4,7,9,5,7,5,4,8,4,8
1,39,30,14,63,0,5,3,22,145,3,14,9,8,12,1,11,4,20,18,0,18,6,77,1,5,6,0,0,0,2,13,2,1,1,35,106,34,15,1,1,1,4,69,2,5,6,0,65,16,8,5,11,8,7,1,17,17,23,24,3,20,1,2,0,1,3,6,2,41,6,7,8,5,28,46,0,46,9,3,1,37,35,10,0,0,2,0,11,3,7,1,17,0,1,8,2,16,17,4,4,11,26,1,1,1,9,0,1,3,41,12,20,4,0,3,6,29,4,0,7,12,4,2,8,17,5,30,1,11,4,1,26,11,11,1,15,14,1,0,47,17,14,2,1,2,17,3,1,3,6,24,1,0,13,4,1,7,20,0,19,4,6,17,17,9,1,17,3,5,0,17,0,1,1,5,8,9,48,10,6,2,103,1,6,26,4,0,8,8,5,38,1,0,10,16,5,2,91,21,12,20,2,9,30,5,31,6,23,9,24,6,22,3,0,1,1,31,6,8,19,11,16,4,3,19,27,17,9,17,8,5,32,15,7,0,6,0,1,2,1,64,19,81,1,1,4,13,0,14,10,8,1,8,0,10,9,21,123,0,2,11,6,7,0,4,15,4,5,14,28,1,11,1,4,26,8,3,2,2,12,2,18,12,1,4,25,11,29,12,0,7,15,6,5,38,9,0,7,5,21,19,20,4,4,38,26,13,0,34,3,36,28,8,2,3,7,1,13,12,6,14,5,2,6,1,4,3,3,7,9,0,6,5,6,3,4,3,24,12,10,1,33,6,0,8,5,15,3,9,2,5,10,5,8,3,6,8,0,15,1,7,5,2,8,16,1,5,3,5,9,4,19,11,8,19,4,12,13,4,1,2,6,8,4,1,6,4,6,3,3,2,1,2,28,3,8,9,3,9,12,2,8,8,17,4,14,44,1,0,6,12,6,11,8,2,9,2,24,20,9,6,4,10,7,14,30,11,0,11,25,3,4,18,2,4,9,0,6,2,9,2,0,5,7,8,1,15,2,5,27,20,2,8,7,2,17,4,2,0,1,8,12,6,1,3,8,4,3,7,14,2,8,8,5,8,11,1,2,8,14,11,1,11,25,2,2,14,6,5,9,15,7,3,0,4,7,3,2,15
4,19,16,6,43,0,2,1,13,37,6,16,12,7,5,1,5,2,8,12,0,21,1,37,4,1,16,1,1,0,4,10,3,1,2,37,75,22,6,3,2,2,5,40,2,0,14,0,35,12,4,3,22,3,2,2,17,7,20,35,1,28,0,1,0,2,0,4,10,20,6,3,10,0,23,5,1,44,11,0,0,28,37,0,0,0,5,0,3,0,7,1,9,2,1,4,3,5,10,3,0,7,15,0,4,1,4,1,4,4,67,23,17,0,1,5,1,18,3,1,4,3,4,2,18,5,6,82,6,5,8,4,16,15,3,0,43,9,0,0,3,18,14,4,1,5,13,3,7,2,2,11,1,2,12,0,0,3,8,0,15,3,3,15,8,9,1,27,2,1,0,14,1,1,6,9,22,12,26,3,0,2,65,0,2,42,7,5,4,14,4,28,0,1,6,15,4,0,89,6,21,4,1,10,17,1,25,1,11,29,12,14,12,3,0,0,3,34,6,2,21,5,16,12,7,20,26,13,9,11,2,3,27,7,8,0,5,3,9,2,0,54,17,48,4,7,1,7,1,9,3,1,5,5,1,13,13,44,71,3,0,5,2,6,1,2,17,9,2,8,20,2,17,2,7,17,5,3,0,3,8,3,22,7,0,10,29,18,10,7,3,2,15,8,0,13,12,3,11,0,8,7,23,6,6,18,20,5,0,36,6,20,21,7,1,3,1,1,10,1,5,7,8,2,9,3,8,4,2,2,9,3,8,3,2,2,7,4,22,12,3,1,23,1,1,2,6,42,1,9,1,11,7,1,12,4,7,7,0,5,2,6,5,4,5,15,3,3,2,7,11,4,12,9,14,23,3,10,5,4,5,1,0,8,6,1,3,3,4,11,0,2,0,1,12,2,5,9,8,6,10,2,2,17,6,6,4,28,2,4,2,4,2,5,5,0,6,1,20,12,8,8,5,11,10,11,32,9,0,12,28,10,0,9,2,4,8,0,5,1,8,2,0,7,5,13,1,5,3,7,27,6,5,3,5,3,9,0,1,2,0,6,12,1,0,5,14,4,1,6,8,5,0,11,2,7,22,1,5,23,12,16,1,9,18,2,3,21,9,4,14,11,4,2,4,2,7,9,1,9
6,34,3,1,8,1,11,40,34,1,3,0,17,10,0,0,9,0,5,3,1,34,1,72,0,0,12,0,1,1,5,14,3,2,6,7,128,1,1,1,0,0,2,27,10,0,3,1,14,1,2,11,9,7,2,25,2,73,3,11,1,11,0,0,0,2,3,6,0,2,5,4,5,41,7,8,1,12,3,3,0,31,9,1,0,0,1,0,2,0,6,1,3,0,0,14,0,17,3,3,2,0,4,0,3,1,2,0,0,3,9,15,2,0,0,3,3,7,1,0,3,2,0,3,9,6,1,1,4,1,6,1,12,2,5,0,6,8,1,4,9,3,15,0,0,1,17,1,0,25,4,8,1,1,10,0,0,4,8,2,4,1,2,11,4,6,5,5,0,5,2,14,0,2,9,15,2,3,4,1,0,1,21,8,11,20,3,3,22,4,5,6,0,5,3,5,3,0,50,3,8,9,1,8,7,3,13,3,8,1,7,17,8,1,0,0,0,0,2,2,10,2,7,9,16,6,5,5,6,5,2,1,4,3,1,0,0,1,3,0,0,12,2,11,1,5,1,2,2,1,4,1,3,2,2,4,4,9,32,2,10,4,3,2,3,2,13,2,4,5,4,2,5,1,0,11,3,4,2,10,6,9,22,1,2,1,10,19,4,4,0,6,13,0,4,11,2,3,6,2,3,5,10,2,4,8,15,9,0,6,3,8,3,2,5,4,2,2,3,1,3,5,5,4,1,2,65,2,0,0,2,5,4,2,6,4,1,0,11,5,6,0,10,2,0,1,1,24,3,0,0,6,6,0,0,3,3,5,1,0,0,12,13,6,3,6,2,1,0,11,4,0,13,3,2,8,5,3,3,3,7,0,4,6,1,4,6,0,8,0,0,1,0,0,8,2,3,0,2,3,2,3,4,2,2,3,6,5,1,2,2,2,4,10,0,4,2,0,8,4,8,2,1,3,2,1,16,1,4,7,10,5,0,3,3,4,1,0,0,0,3,5,1,4,2,1,0,4,2,10,3,9,5,1,6,1,5,2,4,2,3,0,1,0,1,3,9,10,1,3,5,0,1,5,4,2,5,0,6,8,0,6,1,7,8,2,1,5,3,4,3,4,1,2,0,4,2,7,0,2
1,37,36,16,68,2,12,3,17,65,7,43,13,9,3,18,1,4,17,11,0,8,11,60,2,10,34,9,27,4,5,27,5,3,6,26,1873,11,6,6,2,3,14,22,1,4,10,3,5,17,6,27,17,4,3,12,12,1,20,41,1,6,0,7,4,2,1,7,11,12,7,0,12,1,22,36,5,62,1,8,2,62,28,4,1,0,6,1,5,5,18,13,9,7,2,3,3,9,6,8,9,4,5,6,32,0,2,1,2,5,6,10,11,3,0,19,5,12,7,1,1,7,3,14,20,10,11,3,2,3,1,3,9,17,15,8,11,15,0,7,12,8,1,2,4,14,7,4,3,7,6,3,5,0,16,1,2,14,31,1,19,0,8,18,8,8,4,5,0,4,8,9,2,4,1,14,53,2,11,5,5,1,64,7,3,53,1,11,7,4,4,38,1,4,11,5,6,12,126,16,18,16,2,11,9,2,46,4,2,2,9,48,28,4,1,1,0,29,7,8,15,8,21,17,7,15,24,0,30,10,19,5,15,5,3,1,1,4,8,2,2,40,9,34,7,2,2,18,2,32,3,7,7,13,2,14,7,27,49,4,0,4,2,5,4,2,8,4,3,5,19,1,35,0,1,20,18,4,11,4,10,6,61,14,6,18,17,13,5,12,1,3,11,5,2,14,11,2,8,9,1,4,7,7,7,7,23,13,0,23,1,9,5,9,6,2,0,6,7,2,10,13,9,5,9,9,9,5,7,3,14,0,2,16,4,3,7,3,2,26,14,1,21,9,2,2,4,47,8,7,11,2,11,6,4,7,9,5,1,3,3,12,6,3,2,10,10,8,4,11,4,2,9,24,14,4,6,6,1,10,3,7,8,1,2,4,7,1,3,2,2,0,0,0,4,3,13,15,11,12,6,2,5,5,19,10,2,2,12,5,5,18,3,4,10,8,10,3,9,11,3,4,3,8,8,1,22,9,0,6,3,9,0,12,12,2,13,2,6,8,1,1,8,5,3,15,0,8,4,6,1,24,5,5,5,2,10,2,1,3,1,3,6,3,0,22,7,3,2,5,10,8,7,16,5,11,13,5,4,11,4,17,6,13,14,4,3,7,4,12,9,10,2,4,4,2,3,14,1,7
3,2,221,3,20,0,77,4,38,14,2,1,21,14,1,11,28,0,41,30,0,4,3,76,0,19,2,8,7,7,27,48,10,2,2,32,1976,19,15,18,0,0,3,10,0,7,27,0,10,8,4,25,12,1,0,7,12,4,49,18,1,18,1,18,4,4,1,2,2,40,4,1,31,3,111,37,2,37,1,8,0,31,21,4,12,3,4,0,5,30,17,13,13,5,3,4,0,3,8,27,4,18,9,0,8,0,21,0,0,28,7,23,6,5,0,0,1,21,10,10,8,4,10,2,11,0,10,8,9,17,0,0,7,19,23,1,2,9,6,0,7,15,4,1,1,19,3,12,10,9,11,14,1,6,27,12,9,17,17,7,17,29,3,14,8,0,6,2,0,3,0,4,0,8,4,10,36,15,10,14,7,1,123,0,4,51,0,4,12,11,4,53,2,1,15,25,4,14,135,16,14,18,2,18,22,2,54,2,6,2,9,9,9,9,2,3,9,10,13,14,16,6,11,2,3,17,33,2,6,15,18,7,34,10,8,8,3,2,1,1,2,19,7,30,5,2,2,23,14,6,16,3,6,2,0,11,11,42,61,0,2,8,3,2,6,0,11,7,4,8,11,1,7,2,6,16,16,7,3,5,4,5,36,17,3,4,10,7,6,10,1,2,7,8,3,9,19,5,7,6,1,5,8,7,4,7,18,11,9,41,0,16,9,9,11,3,1,4,7,3,8,10,4,5,3,17,18,2,7,7,16,0,4,3,7,5,6,1,4,8,13,1,26,2,3,6,9,16,3,7,12,2,9,3,7,17,16,7,3,5,4,12,4,3,1,6,3,5,2,6,7,11,6,12,12,4,2,3,10,12,1,8,9,12,6,14,2,7,5,5,0,5,0,4,4,8,4,11,6,14,9,0,5,5,2,3,9,2,8,2,11,4,3,2,2,3,12,7,10,21,4,10,6,6,7,11,21,2,0,12,2,4,0,11,9,10,7,1,3,4,4,4,1,2,10,2,0,10,2,4,5,8,6,8,3,1,13,7,1,3,1,4,17,3,1,14,3,2,6,5,20,12,2,9,4,11,4,1,4,19,3,16,5,34,6,6,4,7,5,11,9,4,6,3,9,2,3,4,10,9
4,24,16,4,36,3,21,19,55,16,4,1,35,17,1,0,13,2,268,8,0,2,3,116,0,0,3,5,1,2,5,13,4,5,6,7,1140,5,10,1,0,1,2,3,15,5,9,0,2,4,3,3,8,5,1,2,3,3,6,3,2,4,0,3,0,1,3,2,1,7,2,1,7,4,37,12,1,4,1,6,1,3,5,9,2,0,2,0,2,2,5,3,3,0,2,4,0,5,6,6,3,4,2,2,3,1,5,2,1,2,2,15,3,2,0,0,4,4,1,3,2,5,7,2,3,1,3,0,1,3,0,2,5,4,5,3,0,0,4,2,6,5,1,2,0,2,1,2,0,3,3,6,3,2,5,0,0,2,7,8,5,1,0,5,1,1,5,3,0,3,1,2,0,0,3,2,9,7,1,2,3,1,17,4,6,20,0,2,5,3,6,10,1,3,4,3,1,1,89,5,5,4,5,15,3,1,11,2,3,0,6,1,2,3,1,0,1,4,2,1,8,2,3,3,4,8,4,1,5,4,4,0,3,3,5,1,6,3,3,1,9,10,2,12,0,2,3,5,3,5,8,2,0,0,1,3,2,13,7,5,3,1,5,0,2,4,2,3,1,3,3,0,4,1,2,3,4,1,2,10,4,1,7,6,2,0,5,6,3,1,1,8,2,3,2,6,2,2,8,2,1,3,5,2,5,1,9,1,2,14,1,4,4,3,4,1,0,1,0,1,3,6,4,15,2,2,13,1,3,6,4,5,3,0,0,6,1,1,1,2,3,2,7,1,0,0,2,6,0,0,1,0,1,0,2,0,4,1,2,1,0,2,6,3,0,1,1,0,0,5,2,2,2,2,1,6,0,4,3,4,6,1,2,1,0,3,3,2,3,1,3,1,1,1,2,0,3,2,7,1,1,0,1,4,0,3,2,0,1,1,1,5,2,4,0,3,8,5,4,8,9,4,2,1,1,3,5,2,2,2,3,0,0,7,2,1,1,1,1,0,2,1,0,5,1,3,1,10,5,1,2,4,9,1,6,2,4,3,5,0,0,2,3,0,0,2,6,5,3,3,4,3,3,2,3,1,7,1,4,2,2,4,1,11,5,8,3,0,4,3,3,2,1,0,3,0,3,5,0,6
3,14,104,8,71,2,3,6,16,275,3,318,12,6,6,16,1,2,9,28,0,4,9,35,2,51,19,94,0,18,4,36,2,4,7,15,1131,42,26,28,1,2,10,61,1,2,45,85,58,10,5,28,55,4,1,5,40,4,124,76,1,36,0,7,9,3,0,56,184,44,2,0,46,3,57,53,50,113,3,9,1,76,74,21,0,1,8,1,1,15,14,15,27,2,5,4,1,3,42,17,5,10,29,3,26,0,8,15,14,52,42,9,40,17,0,0,0,54,10,1,8,15,6,11,50,36,3,20,11,14,0,5,19,45,13,46,15,20,5,0,20,30,26,23,0,48,58,4,15,21,32,4,1,3,21,1,8,33,21,16,30,34,6,29,5,5,3,29,0,1,3,15,3,13,1,18,52,24,42,15,7,2,139,0,2,130,5,25,7,25,3,58,2,2,25,25,10,3,182,29,51,43,1,17,49,6,86,7,3,5,4,18,54,22,15,11,3,61,10,5,59,17,25,18,5,16,30,2,21,39,34,10,40,10,10,15,13,1,2,3,0,43,9,50,47,0,18,22,11,31,5,6,9,12,16,8,24,49,216,3,0,5,2,8,15,4,26,8,8,8,66,2,22,1,6,21,13,16,19,1,14,26,63,32,3,37,38,21,24,17,0,3,10,13,5,23,30,14,5,28,3,13,25,5,5,23,49,19,1,30,1,23,11,25,10,6,1,2,20,18,6,24,13,6,28,5,10,3,13,18,26,1,3,8,17,2,12,3,31,24,26,30,74,10,4,1,10,50,1,26,11,27,30,17,8,10,38,33,0,4,25,20,5,5,1,27,16,11,6,6,6,4,21,26,39,16,11,24,6,13,1,12,4,2,20,2,7,6,4,8,2,4,0,2,7,17,16,29,8,10,16,3,0,17,19,3,20,0,3,10,11,12,10,22,28,15,26,4,30,12,8,12,4,22,13,18,46,7,2,18,8,22,0,16,4,4,15,1,16,6,4,1,15,16,7,11,1,12,3,1,12,25,9,12,8,1,34,1,2,14,1,15,40,25,1,22,3,1,7,19,16,7,2,19,8,34,44,6,8,23,3,52,13,49,28,7,3,27,7,19,35,29,23,10,13,2,6,15,1,20
