"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500"
3,187,0,41,254,7,1,20,7,2,29,0,11,5,9,1,1,23,7,0,1,0,15,29,9,0,1,0,1,0,0,1,8,17,16,2,834,0,0,1,10,6,13,2,7,1,0,0,1,0,7,4,2,14,5,2,0,0,4,0,4,1,0,0,0,12,8,0,0,2,0,5,0,0,1,2,0,3,1,1,2,1,0,0,0,0,0,7,6,0,0,3,2,0,0,4,4,9,0,0,12,0,0,3,0,0,0,0,0,0,0,1,0,0,3,2,4,0,0,0,1,1,1,4,1,1,0,0,0,0,1,5,0,2,1,0,2,1,0,3,1,0,0,2,2,0,0,0,0,2,1,0,2,0,0,0,1,0,2,0,0,3,2,1,0,3,0,0,1,4,0,1,1,1,1,7,2,0,0,0,2,0,12,2,4,5,5,1,12,0,0,4,4,1,2,1,0,0,263,0,0,0,6,1,0,1,2,10,1,0,15,4,1,0,0,0,0,2,0,3,0,0,0,1,7,1,2,4,0,2,4,0,4,0,1,0,3,1,0,0,0,1,0,0,0,3,0,2,2,0,0,0,1,0,0,1,0,19,6,1,0,0,2,0,1,4,0,0,0,0,0,1,1,9,0,0,16,0,0,1,0,1,1,1,0,0,3,5,1,0,1,4,1,0,2,5,3,0,4,0,1,1,0,1,6,1,2,1,1,1,1,0,0,0,9,4,2,2,1,0,1,0,0,2,0,1,6,1,2,0,2,0,2,2,0,1,4,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,1,1,0,2,0,3,1,1,5,0,1,1,1,0,0,0,1,1,0,1,2,0,0,1,3,3,0,2,1,0,0,2,2,1,2,0,3,0,0,0,0,0,1,9,0,1,1,2,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,3,2,0,10,3,0,2,0,2,1,2,4,2,1,0,3,0,1,0,0,0,0,0,1,0,0,3,4,2,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,4,1,3,1,2,0,1,2,0,2,0,1,5,0,2,3,0,3,1,2,2,1,0,1,2,1,1,0,0,1,0,1,0,2,3,0
241,16,91,2,24,0,21,2,9,18,4,4,10,7,4,21,26,2,22,12,1,4,5,41,2,0,36,0,4,1,25,18,14,2,1,18,6450,13,7,14,0,0,7,3,1,1,10,1,0,15,4,19,29,1,1,16,2,5,21,22,0,14,0,6,2,1,1,3,0,10,6,1,12,2,6,7,0,38,0,3,0,23,19,4,8,1,8,0,2,5,7,6,14,7,9,3,0,11,2,6,5,4,9,1,14,0,0,0,0,5,4,4,12,10,0,17,0,11,2,3,9,4,3,5,6,0,0,15,13,7,0,5,3,11,1,1,20,2,0,1,5,3,11,1,0,3,0,9,8,4,4,6,0,5,17,2,2,3,13,5,17,2,0,10,3,2,3,5,2,1,8,6,0,2,2,4,36,4,9,10,3,4,30,2,2,70,8,3,4,0,2,23,3,0,7,2,5,0,96,15,14,11,1,17,8,2,19,1,2,7,3,12,16,2,0,0,1,22,6,9,11,4,20,12,3,9,17,3,18,21,17,1,15,1,5,8,1,1,8,2,0,23,2,18,0,2,7,12,0,15,2,1,1,10,0,17,6,23,28,3,2,6,4,2,0,0,7,2,3,5,6,2,20,2,6,10,11,3,7,1,15,1,37,5,1,1,13,2,10,5,0,1,8,5,1,11,12,0,4,2,0,8,2,3,1,2,26,7,4,21,3,5,5,7,4,0,6,1,7,0,5,9,6,9,6,1,5,1,5,5,14,1,4,2,4,1,3,1,1,18,6,0,11,7,3,2,7,48,10,7,2,12,9,7,11,8,10,3,4,1,2,8,5,0,0,6,4,2,0,5,1,2,14,9,8,13,2,9,5,5,4,4,1,2,7,4,2,1,0,2,2,4,0,4,5,7,5,12,8,8,2,1,3,7,6,8,3,3,3,4,4,12,1,2,7,1,6,1,12,8,7,4,2,6,4,0,17,6,0,2,2,4,0,4,2,3,4,1,3,3,4,0,46,1,3,5,2,2,0,8,5,19,4,6,2,2,9,0,2,2,0,5,14,2,0,8,9,3,3,10,11,4,1,16,1,12,8,2,5,8,3,15,3,12,7,1,0,12,2,2,11,2,1,4,0,1,1,11,0,6
1,4,1,1,16,23,6,11,568,25,3,1,464,236,0,2,7,1,307,1,52,15,2,1263,5,2,7,3,12,31,1,6,0,2,6,3,333,1,0,0,0,0,2,8,0,9,0,0,1,1,1,15,0,1,0,18,3,1,4,0,4,3,18,0,8,18,0,0,0,14,12,6,4,0,4,2,0,17,7,3,0,19,2,4,5,0,2,3,0,0,16,0,4,1,6,0,0,19,1,5,2,10,0,0,0,13,1,2,8,0,0,11,0,6,0,0,2,0,0,1,0,6,3,9,6,3,3,0,9,7,6,1,0,2,17,0,0,1,1,0,8,2,1,7,0,2,1,1,1,1,1,1,1,6,3,0,0,2,3,0,1,0,6,1,2,2,1,0,0,4,5,0,0,0,7,7,4,2,14,4,3,3,32,2,2,13,0,0,2,1,3,8,4,3,2,9,3,1,45,3,4,3,1,6,6,7,7,1,7,0,0,4,4,4,2,0,0,3,0,7,4,2,1,3,4,1,6,1,2,3,8,0,11,4,4,1,5,6,1,0,11,7,1,7,1,1,2,5,1,1,1,3,4,2,0,3,0,6,20,2,2,1,6,5,1,1,2,5,4,4,2,10,1,2,2,10,8,0,0,5,0,5,3,12,2,1,8,8,2,3,0,4,3,3,5,23,3,2,2,1,0,1,3,0,3,1,4,8,0,19,0,4,1,1,12,0,7,1,1,4,1,2,2,3,3,6,1,0,8,1,6,1,1,2,6,3,4,0,0,2,0,0,16,0,0,3,0,9,0,0,2,0,3,2,0,1,9,4,4,1,0,4,10,2,5,2,4,7,2,1,1,0,1,4,1,4,5,2,0,1,1,4,2,1,0,1,5,5,3,1,3,7,0,2,0,3,3,2,1,2,3,1,2,5,3,5,0,0,1,0,1,1,3,4,0,1,1,0,0,2,3,5,0,1,0,0,11,2,2,4,1,1,1,3,2,3,0,0,0,1,4,5,0,0,2,1,0,5,0,6,2,2,8,0,3,1,2,0,3,0,9,0,3,0,1,0,0,7,1,2,3,2,3,7,8,0,2,5,6,12,1,3,8,10,4,2,2,2,2,0,5,2,0,0,0,4,0,0,1,2
5,38,1,21,132,7,11,7,2,82,12,0,6,0,4,0,4,5,19,3,0,0,8,12,1,2,1,0,0,0,0,3,1,2,12,1,731,1,0,1,0,7,11,0,0,4,3,0,6,0,4,10,0,1,3,3,4,0,11,0,3,0,0,3,0,7,3,0,0,1,0,0,5,1,7,9,1,8,2,3,0,6,3,0,2,0,5,0,3,3,4,8,1,4,0,6,0,18,7,3,1,1,2,2,2,0,1,2,0,0,0,0,0,4,2,1,4,4,1,0,20,3,0,2,1,1,2,0,1,2,3,3,9,0,17,1,0,4,6,5,18,0,1,1,0,0,0,1,1,3,6,0,3,0,3,0,0,1,7,0,0,1,6,2,0,1,1,0,0,1,0,0,0,5,0,1,18,0,4,4,1,2,43,2,5,6,1,1,1,0,4,17,0,0,0,4,2,0,129,4,4,2,4,8,0,4,4,5,1,3,2,8,3,4,2,1,0,2,1,4,1,0,0,4,5,1,6,2,5,2,8,0,8,0,4,0,6,0,1,2,0,4,0,10,2,0,0,1,4,1,4,0,14,1,0,3,1,6,26,2,4,0,2,0,1,0,3,1,7,2,4,0,2,0,1,5,12,3,2,2,1,2,6,5,3,0,1,4,3,4,0,1,2,1,0,9,3,1,3,0,4,0,1,1,3,2,3,0,0,7,2,4,0,3,5,2,1,6,2,3,1,2,0,2,1,4,3,1,0,2,0,0,2,1,2,3,1,1,0,2,1,0,8,0,1,1,1,5,8,0,1,0,3,6,0,4,6,3,0,3,0,10,1,5,3,1,1,4,2,4,0,1,1,2,1,0,9,1,3,5,1,1,2,1,3,2,3,4,2,1,0,0,1,1,3,0,1,2,2,4,1,0,2,6,5,0,0,0,1,0,2,3,2,5,0,4,2,0,1,0,2,3,2,3,0,0,9,1,7,0,1,0,2,7,3,4,2,3,0,6,2,0,0,3,2,0,1,5,0,1,2,2,4,0,2,1,3,3,4,0,0,0,5,2,0,0,1,1,2,4,12,4,2,3,5,2,4,1,4,0,0,4,4,8,3,1,0,1,1,0,2,0,0,3,7,4,2,0,0,3
2,87,0,27,123,12,2,21,73,7,22,0,54,31,12,4,0,14,48,1,0,0,16,197,11,0,1,0,0,0,0,1,4,11,11,2,1117,1,0,0,4,4,14,2,0,1,1,0,4,0,8,3,3,18,9,4,0,3,4,2,4,0,0,1,0,8,4,0,1,2,0,3,0,0,6,0,1,2,0,2,4,2,1,0,0,0,1,6,5,2,4,4,3,1,0,2,3,15,1,0,8,3,0,0,5,0,0,0,3,0,0,2,1,1,1,2,20,2,0,0,0,1,0,0,1,2,2,1,0,0,1,6,3,1,5,3,0,1,1,4,5,0,0,3,2,1,11,0,1,4,1,3,5,0,2,0,0,1,3,1,1,4,0,1,0,3,3,0,0,3,0,1,3,0,1,0,8,1,1,3,0,5,9,2,1,8,2,1,7,1,1,3,0,0,2,4,1,0,178,1,0,3,0,2,0,1,5,3,0,1,6,13,1,1,1,0,0,1,0,0,1,2,2,1,1,5,2,0,5,3,6,0,4,2,0,0,0,0,2,1,0,7,1,4,0,1,0,7,2,1,0,3,2,4,1,2,2,13,10,6,0,0,1,1,1,2,1,2,1,3,0,0,3,2,0,2,12,5,0,2,2,0,6,1,1,0,5,1,2,0,4,9,2,1,1,3,2,1,0,0,1,0,0,3,0,1,1,2,0,4,0,5,0,0,3,2,0,0,1,2,1,0,1,1,1,2,2,5,0,1,1,0,3,3,0,4,9,3,2,1,2,0,4,0,0,1,0,10,4,0,0,0,5,1,1,1,1,3,0,4,1,7,1,2,1,1,1,2,2,2,1,0,0,2,2,2,2,1,1,2,3,1,1,1,1,1,2,1,1,0,1,1,3,0,0,1,2,0,0,3,0,2,1,4,2,0,0,0,1,0,2,4,0,2,0,2,1,2,2,1,1,1,0,8,0,0,4,4,0,1,0,6,4,2,0,4,0,1,1,0,1,0,0,2,2,0,5,5,4,2,3,2,3,0,3,4,1,0,1,0,1,0,2,0,4,2,1,0,0,4,9,2,1,1,1,0,3,3,1,6,0,1,1,2,3,1,1,2,2,1,4,3,0,1,1,0,0,4,2,2
0,190,2,14,101,2,0,25,2,1,34,0,2,2,12,0,0,6,3,0,0,0,12,6,10,0,0,1,2,0,0,0,6,4,5,1,151,0,0,0,4,4,3,0,10,1,0,0,0,0,2,0,0,5,4,0,0,2,1,0,5,0,1,1,0,9,1,0,0,3,1,8,0,0,2,1,0,2,1,0,8,1,0,0,0,0,0,2,1,0,1,1,0,1,0,2,5,6,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,0,2,0,1,0,0,3,5,0,0,0,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,9,2,0,4,3,0,1,13,3,1,0,0,1,2,4,0,3,0,6,0,8,0,1,1,5,2,0,1,0,0,157,0,0,1,3,1,0,0,0,1,0,1,10,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,0,3,1,0,0,0,0,0,2,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,8,1,3,0,1,1,0,0,5,0,0,0,0,0,0,1,2,0,0,10,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,2,0,0,0,0,0,0,1,7,0,0,1,0,3,0,0,0,0,0,3,2,1,0,2,0,0,0,1,0,1,2,2,0,2,3,0,1,0,0,1,3,1,0,1,0,0,2,0,0,0,0,3,2,0,0,0,1,0,0,0,1,0,0,1,0,0,3,1,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,2,3,0,0,1,0,1,0,4,2,1,5,0,4,0,0,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,6,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,1,2,0,1,1,0,1,3,0,0,1,0,1,0,0,1,6,0,1,4,0,0,2,6,0,0,0,0,0,1,1,1,3,4,0,1,2,0,1,0,2,1,0,0,0,2,0,0,0,0,1,0
695,218,0,44,209,4,1,34,29,5,24,6,18,10,11,0,5,25,330,0,5,9,22,99,16,1,6,1,1,2,4,8,29,15,13,3,681,1,0,0,4,3,8,3,17,5,4,0,5,0,11,12,1,6,14,8,1,5,5,1,5,0,2,0,1,24,4,1,0,6,1,9,2,2,2,3,0,12,7,1,4,7,2,1,4,0,0,6,8,0,4,3,1,2,2,1,9,11,0,2,8,3,0,2,0,5,0,1,3,2,2,1,1,2,11,3,2,1,1,3,1,5,2,5,5,5,0,1,6,3,5,6,2,1,8,0,1,3,4,2,10,2,2,3,2,0,0,0,2,1,3,0,6,0,4,1,0,2,7,0,0,7,3,0,0,5,1,1,7,6,5,5,1,0,6,19,9,2,2,2,1,6,28,3,1,14,2,2,9,0,2,5,4,4,2,4,2,1,216,1,0,3,11,6,3,0,7,4,1,2,7,8,6,2,0,0,0,5,1,1,6,2,3,3,3,3,5,1,6,2,3,2,5,1,6,0,2,1,3,9,3,4,1,7,0,8,1,2,3,8,0,5,2,4,0,2,0,11,8,6,11,2,2,1,0,7,2,3,1,6,1,1,4,3,1,7,13,2,1,1,1,3,7,7,1,1,6,2,5,3,1,3,9,0,2,12,0,1,2,1,1,1,2,2,4,4,2,6,0,6,5,1,0,1,6,1,2,7,3,1,5,4,4,1,3,4,9,4,2,0,3,4,10,4,1,2,7,4,1,1,2,0,8,6,0,4,0,10,3,1,1,1,6,3,0,2,6,1,0,0,3,0,2,1,3,1,4,1,3,2,1,0,0,4,0,1,6,0,0,2,7,5,2,2,0,4,1,5,3,2,4,1,7,2,0,2,3,0,2,6,2,3,5,3,1,3,0,0,0,0,2,3,1,1,0,4,3,0,16,1,7,2,3,5,0,1,8,1,6,3,3,4,1,1,1,2,2,0,0,0,1,1,0,6,2,0,2,5,0,2,0,8,4,0,4,4,3,2,3,1,1,0,6,3,3,1,3,3,0,5,4,4,1,3,3,2,2,0,2,7,0,4,3,11,3,0,1,1,1,4,4,0,0,4,0,3,0,6,3,1
8,120,3,20,102,14,9,22,17,7,23,9,17,9,7,5,1,11,64,6,1,1,12,61,10,3,4,0,7,3,3,6,8,11,10,11,918,1,0,1,8,1,4,6,3,6,6,0,7,2,15,21,3,18,6,3,3,0,11,13,2,7,0,1,1,11,2,2,1,6,6,2,3,1,37,3,0,26,0,1,4,16,6,3,7,0,0,3,4,0,4,11,4,9,1,9,4,36,1,4,8,3,1,12,2,2,2,1,2,1,3,4,7,1,3,7,10,5,7,0,2,3,2,8,10,5,2,0,2,6,0,9,3,5,7,2,2,8,2,5,15,0,1,1,8,0,3,0,1,3,2,1,2,1,8,4,0,3,6,0,0,0,2,4,1,2,4,0,1,6,8,0,6,2,3,6,20,0,8,3,5,1,39,2,8,21,4,1,13,0,6,23,5,4,1,5,0,4,157,11,4,6,8,9,2,2,9,5,3,2,9,13,10,0,4,0,0,9,1,13,5,9,8,10,8,2,11,5,7,3,13,3,13,2,1,0,3,1,0,3,0,14,12,16,1,0,0,5,0,7,0,6,1,1,0,8,2,9,17,7,2,1,1,1,2,1,2,3,1,3,2,1,3,1,5,7,17,3,4,8,5,5,31,8,2,0,6,15,3,4,7,9,6,0,4,12,4,4,8,1,1,1,0,1,4,2,2,10,1,13,2,3,1,1,12,6,1,7,4,0,3,4,4,2,2,3,3,2,3,1,1,1,4,11,2,4,7,1,0,6,9,1,14,2,0,4,0,16,3,1,5,1,7,1,0,3,8,3,0,2,3,5,10,2,3,1,4,3,4,9,4,2,3,9,11,6,4,2,0,6,4,2,2,4,1,2,5,1,7,2,1,2,2,4,3,2,0,1,2,5,2,3,5,4,7,1,0,0,3,0,2,1,3,10,1,12,3,1,3,1,5,5,2,12,1,2,8,4,2,1,0,5,4,6,5,4,4,1,3,5,2,0,1,8,4,5,0,8,0,0,4,1,3,0,5,2,3,2,3,0,0,1,3,5,6,4,2,2,2,7,8,3,5,0,4,2,3,6,4,12,5,5,4,21,4,0,0,2,1,3,4,5,4,3,2,1,2,5,3,3
7,31,2,20,120,2,40,9,43,160,7,0,44,16,7,0,8,3,19,6,0,1,4,124,1,2,3,1,3,3,2,17,4,3,13,8,1046,1,0,3,1,5,8,2,1,7,7,2,17,1,4,18,3,3,2,9,2,0,12,3,2,0,3,8,1,5,2,6,0,2,6,0,9,1,7,22,1,21,3,6,1,12,13,1,6,0,15,3,5,15,10,6,3,8,5,4,1,18,15,3,2,3,2,7,5,0,3,1,1,1,0,2,8,5,2,4,5,4,4,2,26,5,1,2,16,1,2,0,2,2,10,5,14,5,31,3,0,11,19,4,48,0,2,1,1,0,1,0,1,7,7,4,2,1,9,0,0,6,16,2,2,5,8,2,0,4,3,2,0,1,0,2,4,21,4,4,41,0,10,7,1,4,97,6,8,9,0,4,4,1,4,27,0,3,0,9,4,3,125,7,5,6,0,31,5,3,8,7,6,5,6,4,18,13,6,2,0,7,4,3,1,0,6,4,4,10,11,5,2,2,30,0,9,0,12,0,5,7,0,1,0,10,16,40,4,2,0,10,8,2,8,0,19,6,0,10,2,6,60,1,0,1,5,2,10,3,17,7,5,9,1,3,10,3,4,17,13,2,0,3,3,14,19,5,2,0,4,3,4,11,1,2,5,4,4,10,5,1,6,0,12,2,5,4,2,9,4,4,0,20,1,7,0,10,10,1,0,9,2,9,11,5,2,6,0,12,3,4,2,3,7,0,0,4,4,3,3,1,0,10,4,0,25,3,1,7,0,33,15,0,9,2,14,12,0,11,12,8,0,5,1,9,0,1,3,1,7,8,7,6,1,6,3,12,3,1,11,4,7,4,3,7,12,3,6,8,8,4,6,2,2,6,2,2,3,2,4,2,1,12,7,0,3,11,7,4,0,0,4,0,4,7,2,3,1,5,10,1,3,10,6,5,2,7,3,6,23,0,2,7,2,1,2,11,4,4,3,6,1,1,5,1,0,8,3,2,2,8,0,1,3,3,7,0,5,2,3,3,12,1,1,4,8,1,1,0,2,3,3,16,11,3,0,10,2,7,2,3,3,9,1,7,5,20,10,8,0,3,1,1,2,2,1,2,25,6,10,4,0,9
56,5,89,0,24,1,56,4,29,20,1,1,19,14,1,41,33,0,51,20,1,62,3,82,2,17,18,2,4,1,19,35,5,1,9,36,1747,21,15,18,1,1,4,7,5,2,22,0,3,14,1,21,26,4,2,6,4,0,22,20,2,28,0,7,1,3,0,6,1,12,4,0,23,13,19,30,1,32,1,5,0,26,17,5,14,6,16,0,1,10,18,14,21,4,10,6,2,14,9,11,3,9,13,1,13,0,4,0,5,18,2,19,18,17,0,8,3,16,4,6,20,21,8,9,11,6,12,23,13,12,0,3,13,25,11,6,3,8,6,4,22,10,8,0,0,1,2,14,8,29,11,15,0,12,11,0,5,7,30,5,32,2,1,21,6,1,7,5,0,1,13,6,0,6,2,2,52,8,11,6,2,2,54,4,3,67,4,6,9,6,2,57,4,1,13,5,7,2,160,19,15,13,2,27,14,1,32,3,3,11,5,15,39,0,3,0,3,30,11,16,17,6,16,7,11,6,27,1,26,23,14,1,12,3,15,16,0,5,10,0,0,33,3,31,1,4,5,11,4,12,7,4,2,8,4,10,12,24,41,1,2,6,4,2,0,1,11,7,6,8,10,1,15,4,8,14,18,13,12,10,6,6,48,8,8,1,13,8,8,7,0,4,5,6,3,16,16,1,12,6,3,7,5,1,5,4,17,20,3,35,1,7,7,6,16,3,4,4,10,1,15,10,5,6,10,4,5,1,8,10,6,1,4,8,8,7,3,0,1,16,9,1,19,4,2,6,9,20,2,2,6,8,13,5,4,16,10,12,1,6,1,5,3,1,0,2,9,5,3,4,5,2,9,17,14,11,14,13,3,8,5,14,8,2,4,9,8,0,6,7,1,1,1,9,10,6,3,12,10,2,6,0,5,4,10,16,6,1,4,10,7,11,1,3,9,2,14,11,8,13,8,7,5,11,5,4,21,10,2,7,1,2,0,12,2,2,9,2,10,1,4,1,4,9,3,4,0,9,2,4,6,22,11,5,8,1,7,3,1,4,1,4,12,4,1,3,12,2,5,13,10,1,0,20,4,18,13,5,2,20,6,15,4,21,6,6,3,8,2,9,17,3,5,3,1,4,5,10,1,4
