"x","y"
3230,1670
3349,1739
3589,1739
3829,1739
3230,1808
3469,1808
3709,1808
3948,1808
4428,1808
4667,1808
4907,1808
5146,1808
5386,1808
5626,1808
3349,1877
3589,1877
3829,1877
4068,1877
4308,1877
4547,1877
4787,1877
5027,1877
5266,1877
5506,1877
3230,1945
3469,1945
3709,1945
3948,1945
4188,1945
4428,1945
4667,1945
4907,1945
5146,1945
5386,1945
3110,2014
3349,2014
3589,2014
3829,2014
4068,2014
4308,2014
4547,2014
4787,2014
5027,2014
5266,2014
5506,2014
3230,2083
3469,2083
3709,2083
3948,2083
4188,2083
4428,2083
4667,2083
4907,2083
5146,2083
5386,2083
5626,2083
3110,2152
3349,2152
3589,2152
3829,2152
4068,2152
4308,2152
4547,2152
4787,2152
5027,2152
5266,2152
5506,2152
3230,2221
3469,2221
3709,2221
3948,2221
4188,2221
4428,2221
4667,2221
4907,2221
5146,2221
5386,2221
5626,2221
3110,2290
3349,2290
3589,2290
3829,2290
4068,2290
4308,2290
4547,2290
4787,2290
5027,2290
5266,2290
5506,2290
3230,2359
3469,2359
3709,2359
3948,2359
4188,2359
4428,2359
4667,2359
4907,2359
5146,2359
5386,2359
5626,2359
3110,2427
3349,2427
3589,2427
3829,2427
4068,2427
4308,2427
4547,2427
4787,2427
5027,2427
5266,2427
5506,2427
3230,2496
3469,2496
3709,2496
3948,2496
4188,2496
4428,2496
4667,2496
4907,2496
5146,2496
5386,2496
5626,2496
3110,2565
3349,2565
3589,2565
3829,2565
4068,2565
4308,2565
4547,2565
4787,2565
5027,2565
5266,2565
5506,2565
3230,2634
3469,2634
3709,2634
3948,2634
4188,2634
4428,2634
4667,2634
4907,2634
5146,2634
5386,2634
3110,2703
3349,2703
3589,2703
3829,2703
4068,2703
4308,2703
4547,2703
4787,2703
5027,2703
5266,2703
5506,2703
3230,2772
3469,2772
3709,2772
3948,2772
4188,2772
4428,2772
4667,2772
4907,2772
5146,2772
5386,2772
5626,2772
3110,2841
3349,2841
3589,2841
3829,2841
4068,2841
4308,2841
4547,2841
4787,2841
5027,2841
5266,2841
5506,2841
3230,2909
3469,2909
3709,2909
3948,2909
4188,2909
4428,2909
4667,2909
4907,2909
5146,2909
5386,2909
5626,2909
3110,2978
3349,2978
3589,2978
3829,2978
4068,2978
4308,2978
4547,2978
4787,2978
5027,2978
5266,2978
5506,2978
3230,3047
3469,3047
3709,3047
3948,3047
4188,3047
4428,3047
4667,3047
